genome,locus,index_locus,class,type,tm,p2rp_description
GCF_023734775.1,ANSO36C_RS00010,2,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00025,4,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS00245,49,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00250,50,RR,YesN,0,"Response regulator, YesN family contains 1 Response_reg,2 HTH_AraC"
GCF_023734775.1,ANSO36C_RS00260,52,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00265,53,HK,Classic,2,"Histidine kinase, Classic contains 2 PAS_3,1 HisKA_2,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00400,79,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS00405,80,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00710,141,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00715,142,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS00720,143,HK,Classic,2,"Histidine kinase, Classic contains 1 CBS,1 PAS,1 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS00985,196,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS34090,211,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS01060,212,RR,OmpR,0,"Response regulator, OmpR family contains 2 Response_reg,1 Trans_reg_C,1 Hpt"
GCF_023734775.1,ANSO36C_RS01070,214,HK,Hybrid,3,"Histidine kinase, Hybrid contains 1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS01075,215,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS01555,310,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS01765,354,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS02045,409,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS02050,410,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS02055,411,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS02710,545,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS02870,579,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 PAS,3 GAF,1 PAS_4,2 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS02880,580,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS02885,581,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS02890,582,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_3,1 GAF,1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS02900,584,RR,OmpR,0,"Response regulator, OmpR family contains 3 Response_reg,1 Trans_reg_C,1 Hpt"
GCF_023734775.1,ANSO36C_RS04335,868,RR,VieA,0,"Response regulator, VieA family contains 1 Response_reg,1 EAL"
GCF_023734775.1,ANSO36C_RS04685,939,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 PAC,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS04835,970,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS05140,1031,HK,Classic,0,"Probable incomplete histidine kinase contains 3 GAF,1 PHY,1 HisKA"
GCF_023734775.1,ANSO36C_RS05420,1088,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 PAS_3,1 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS05490,1101,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS05655,1134,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS34170,1324,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS06645,1331,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 GAF"
GCF_023734775.1,ANSO36C_RS06660,1334,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 PAS,1 HisKA_2,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS06665,1335,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS34175,1350,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCF_023734775.1,ANSO36C_RS06740,1351,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS06870,1376,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS07040,1410,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_3,1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS07140,1430,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS07215,1444,HK,Hybrid,2,"Histidine kinase, Hybrid contains 3 GAF,1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS07725,1539,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCF_023734775.1,ANSO36C_RS07730,1540,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS07930,1581,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS08005,1596,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCF_023734775.1,ANSO36C_RS08405,1678,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS08675,1733,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS08680,1734,HK,Hybrid,4,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS08825,1763,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS08960,1789,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCF_023734775.1,ANSO36C_RS09305,1856,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Pkinase,1 GAF,1 PAS_3,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS09840,1961,HK,Classic,1,"Probable incomplete histidine kinase contains 1 PAS_3,1 PAS,2 GAF,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS09850,1963,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS10125,2017,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS10235,2039,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS10240,2040,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS10250,2041,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS10820,2155,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS10835,2158,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS10940,2179,HK,Classic,7,"Histidine kinase, Classic contains 1 HisKA_3,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS10945,2180,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS11060,2202,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS11285,2248,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS11455,2282,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS11475,2286,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS11620,2315,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS11640,2319,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS11645,2320,HK,Classic,2,"Probable incomplete histidine kinase contains 1 Pkinase,1 GAF,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS11660,2323,HK,Hybrid,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS11670,2325,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS11695,2330,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS11770,2345,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCF_023734775.1,ANSO36C_RS12075,2406,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS12975,2586,HK,Classic,3,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS13585,2708,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS13615,2714,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 GAF"
GCF_023734775.1,ANSO36C_RS13900,2771,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS14030,2798,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HisKA"
GCF_023734775.1,ANSO36C_RS14155,2823,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS14285,2850,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS14470,2886,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS14670,2922,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS14770,2942,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS15060,3000,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_4,1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS15065,3001,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS15070,3002,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,1 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS15095,3006,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS15120,3011,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_023734775.1,ANSO36C_RS15125,3012,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS15320,3050,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS15775,3142,HK,Classic,0,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS15780,3143,HK,Classic,0,"Histidine kinase, Classic contains 1 Pkinase,1 GAF,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS16500,3292,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS16505,3293,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS16550,3301,HK,Classic,5,"Histidine kinase, Classic contains 1 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS17170,3427,HK,Hybrid,0,"Histidine kinase, Hybrid contains 8 HAMP,1 GAF,1 HisKA,1 HATPase_c,3 Response_reg"
GCF_023734775.1,ANSO36C_RS17330,3458,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS17335,3459,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS17350,3462,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_023734775.1,ANSO36C_RS17490,3490,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 CheB_methylest,1 MeTrc,1 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS17615,3517,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS17620,3518,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS18155,3625,HK,Classic,0,"Probable incomplete histidine kinase contains 1 CBS,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS18160,3626,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCF_023734775.1,ANSO36C_RS18460,3686,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS18520,3698,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS18925,3777,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS18930,3778,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS18950,3782,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_023734775.1,ANSO36C_RS19420,3865,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HisKA"
GCF_023734775.1,ANSO36C_RS19425,3866,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS19440,3869,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS19455,3872,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 GAF,1 SpoIIE"
GCF_023734775.1,ANSO36C_RS19460,3873,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS19910,3963,HK,Hybrid,2,"Histidine kinase, Hybrid contains 1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS20630,4101,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS20755,4125,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS20810,4136,RR,RpfG,0,"Response regulator, RpfG family contains 1 Response_reg,1 HD"
GCF_023734775.1,ANSO36C_RS34350,4237,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS34355,4238,RR,unclassified,0,"Response regulator, unclassified contains 1 REC"
GCF_023734775.1,ANSO36C_RS21310,4240,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS21345,4247,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_4,1 PAS,1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS21355,4249,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS21370,4252,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,2 GAF,1 PAS"
GCF_023734775.1,ANSO36C_RS21745,4328,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS21750,4329,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS21755,4330,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS21780,4335,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS22290,4438,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS23045,4591,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA_3
GCF_023734775.1,ANSO36C_RS23050,4592,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS23110,4605,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS23115,4606,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS23175,4618,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS23180,4619,HK,Hybrid,0,"Histidine kinase, Hybrid contains 3 PAS_3,1 PAS,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg,1 REC"
GCF_023734775.1,ANSO36C_RS23185,4620,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS23205,4624,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS23500,4686,HK,Classic,0,"Probable incomplete histidine kinase contains 1 S_TKc,1 GAF,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS23630,4711,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS23925,4770,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS24890,4965,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS24955,4979,HK,Classic,5,"Histidine kinase, Classic contains 1 HisKA_3,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS24960,4980,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS25165,5022,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCF_023734775.1,ANSO36C_RS25170,5023,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 PAS_4,1 PAS_3,1 HisKA_3,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS34515,5174,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCF_023734775.1,ANSO36C_RS26010,5192,HK,Classic,0,"Probable incomplete histidine kinase contains 1 PAS,1 PAS_4,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS26115,5213,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS26215,5235,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS26255,5243,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCF_023734775.1,ANSO36C_RS26795,5350,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCF_023734775.1,ANSO36C_RS27040,5399,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCF_023734775.1,ANSO36C_RS27045,5400,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCF_023734775.1,ANSO36C_RS27050,5401,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS27065,5404,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS27295,5453,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS27415,5478,RR,YesN,0,"Response regulator, YesN family contains 1 Response_reg,2 HTH_AraC"
GCF_023734775.1,ANSO36C_RS27420,5479,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS27905,5575,HK,Unorthodox,0,"Histidine kinase, Unorthodox contains 2 GAF,1 HisKA,1 HATPase_c,2 Response_reg,1 Hpt"
GCF_023734775.1,ANSO36C_RS27965,5587,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS27970,5588,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS27985,5591,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCF_023734775.1,ANSO36C_RS28000,5594,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCF_023734775.1,ANSO36C_RS28590,5714,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS28595,5715,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS28610,5718,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS28615,5719,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW"
GCF_023734775.1,ANSO36C_RS28645,5726,RR,CheB,0,"Response regulator, CheB family contains 1 Response_reg,1 CheB_methylest"
GCF_023734775.1,ANSO36C_RS28990,5795,HK,Classic,3,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS29100,5818,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS29555,5910,HK,Unorthodox,3,"Histidine kinase, Unorthodox contains 2 PAS_3,1 PAS,1 GAF,1 HisKA,1 HATPase_c,2 Response_reg,1 Hpt"
GCF_023734775.1,ANSO36C_RS29560,5911,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCF_023734775.1,ANSO36C_RS29685,5937,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 CHASE3,1 HAMP,1 GAF,1 HisKA,1 HATPase_c,3 Response_reg"
GCF_023734775.1,ANSO36C_RS29705,5941,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS29780,5957,HK,Classic,3,"Probable incomplete histidine kinase contains 1 Cache_1,1 HAMP,1 GAF,1 HisKA"
GCF_023734775.1,ANSO36C_RS29785,5959,HK,Classic,7,"Histidine kinase, Classic contains 1 PAS_4,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS30160,6034,HK,Classic,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 GAF,3 PAS_3,1 PAS_4,1 HisKA"
GCF_023734775.1,ANSO36C_RS30170,6036,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCF_023734775.1,ANSO36C_RS30285,6059,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCF_023734775.1,ANSO36C_RS30290,6060,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCF_023734775.1,ANSO36C_RS30500,6101,HK,Classic,3,Probable incomplete histidine kinase contains 1 HATPase_c
GCF_023734775.1,ANSO36C_RS30510,6103,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
