Table S3.5 HK domain architecture with corresponding categorical architecture of Antarctic cyanobacteria,,,,
organism_name,categorized_architecture,type,locus,domain_architecture
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_06836,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_07041,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_08825,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_09246,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_09971,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10005,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10051,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10109,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10643,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10931,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_11119,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_07407,HAMP - PAS - HisKA - HATPase_c
Timeviella sp.,Linker - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_01823,HAMP - PAS_3 - HisKA - HATPase_c
Timeviella sp.,Linker - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_05791,HAMP - PAS_4 - HisKA - HATPase_c
Timeviella sp.,Transmitter,Classic,ECDMJLHF_02714,HATPase_c
Timeviella sp.,Transmitter,Classic,ECDMJLHF_03923,HATPase_c
Timeviella sp.,Transmitter,Classic,ECDMJLHF_05037,HATPase_c
Timeviella sp.,Transmitter,Classic,ECDMJLHF_06187,HATPase_c
Timeviella sp.,Transmitter,Classic,ECDMJLHF_12559,HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_11924,His_kinase - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_12332,His_kinase - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_01818,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_01984,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_02466,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_02765,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_03074,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_03511,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_03533,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_03688,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_04649,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_04784,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_04999,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_05462,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_05850,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_06312,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_07136,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_08317,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_08889,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_08996,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_09995,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_11022,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_11323,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_13400,HisKA - HATPase_c
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_05352,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_07233,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08235,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08243,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_09414,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_09662,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_10557,HisKA - HATPase_c - Response_reg
Timeviella sp.,Transmitter - Transmitter - Receiver - Transmitter,Unorthodox,ECDMJLHF_11378,HisKA - HATPase_c - Response_reg - Hpt
Timeviella sp.,Transmitter - Transmitter - Receiver - Receiver,Hybrid,ECDMJLHF_01964,HisKA - HATPase_c - Response_reg - REC
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_01545,HisKA_3 - HATPase_c
Timeviella sp.,Transmitter - Transmitter,Classic,ECDMJLHF_13505,HisKA_3 - HATPase_c
Timeviella sp.,Transmitter - Linker - Transmitter - Adapter,CheA,ECDMJLHF_10980,Hpt - H-kinase_dim - HATPase_c - CheW
Timeviella sp.,Transmitter - Linker - Transmitter - Adapter - Receiver,CheA,ECDMJLHF_02366,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Timeviella sp.,Transmitter - Linker - Transmitter - Adapter - Receiver,CheA,ECDMJLHF_04596,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Timeviella sp.,Transmitter - Linker - Transmitter - Adapter - Receiver,CheA,ECDMJLHF_04742,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Timeviella sp.,Transmitter - Transmitter - Adapter - Receiver,CheA,ECDMJLHF_08440,Hpt - HATPase_c - CheW - Response_reg
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_07671,MASE1 - HisKA
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_09361,MASE1 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_11843,PAS - GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_07631,PAS - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_09215,PAS - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_11117,PAS - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_10915,PAS - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_09113,PAS - HisKA_2 - HATPase_c
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_00270,PAS - PAS_3 - GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_10115,PAS - PAS_4 - HisKA - HATPase_c
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_03636,PAS - PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver - Transmitter,Unorthodox,ECDMJLHF_12255,PAS - PAS_4 - HisKA - HATPase_c - Response_reg - Hpt
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_00194,PAS_2 - GAF - PHY - HisKA - HATPase_c
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_04645,PAS_2 - GAF - PHY - HisKA - HATPase_c
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Receiver,Classic,ECDMJLHF_12022,PAS_2 - GAF - PHY - HWE_HK - REC
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_05952,PAS_3 - GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_11374,PAS_3 - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08547,PAS_3 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08860,PAS_3 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_09332,PAS_3 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_11759,PAS_3 - HWE_HK
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_12260,PAS_3 - HWE_HK
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_07725,PAS_3 - PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_00495,PAS_3 - PAS_4 - PAS - GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_09880,PAS_4 - Fez1 - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_01702,PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08323,PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_08968,PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Receiver,Classic,ECDMJLHF_09745,PAS_4 - HisKA - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_13731,PAS_4 - HisKA_2 - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_10852,PAS_4 - HWE_HK - HATPase_c
Timeviella sp.,Sensor - Sensor - Transmitter,Classic,ECDMJLHF_07450,PAS_4 - PAS - HWE_HK
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_10567,PAS_4 - PAS_3 - GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_13513,PAS_4 - PAS_3 - HisKA_2 - HATPase_c
Timeviella sp.,Receiver - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_02238,Response_reg - GAF - HisKA - HATPase_c
Timeviella sp.,Receiver - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_03216,Response_reg - GAF - HisKA - HATPase_c
Timeviella sp.,Receiver - Sensor - Transmitter - Transmitter - Transmitter,Hybrid,ECDMJLHF_05890,Response_reg - GAF - HisKA - HATPase_c - Guanylate_cyc
Timeviella sp.,Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_04643,Response_reg - GAF - PAS_4 - HisKA - HATPase_c
Timeviella sp.,Receiver - Transmitter,Hybrid,ECDMJLHF_10849,Response_reg - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_00080,Response_reg - HisKA - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_00081,Response_reg - HisKA - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_07350,Response_reg - HisKA - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_08438,Response_reg - HisKA - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_06857,Response_reg - HisKA_2 - HATPase_c
Timeviella sp.,Receiver - Transmitter - Transmitter,Hybrid,ECDMJLHF_01704,Response_reg - HisKA_3 - HATPase_c
Timeviella sp.,Receiver - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_04785,Response_reg - PAS - HisKA - HATPase_c
Timeviella sp.,Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_00196,Response_reg - PAS_3 - PAS_4 - HisKA - HATPase_c
Timeviella sp.,Receiver - Sensor - Transmitter - Transmitter,Hybrid,ECDMJLHF_08437,Response_reg - PAS_4 - HisKA - HATPase_c
Timeviella sp.,Transmitter - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_01824,S_TKc - GAF - PAS_3 - PAS_4 - HisKA - HATPase_c
